Genus,Species,Subspecies,Collection,Collection Name,Catalog,Locality,Locality2,Country,Sex,Age,Right.wing.chord,Tail.length,Culmen.length,Bill.depth..base.of.feathers.on.mandible.,Bill.width..base.of.feathers.on.maxilla.,Left.Tarsus,Notes / Existing Damage Precluding Measurements
Cinnyris,reichenowi,parvirostris,AMNH,American Museum of Natural History,688996,Moka,Bioko,Equatorial Guinea,Female,Adult,54,33,16.06,2.79,4.58,13.26,
Cinnyris,reichenowi,parvirostris,AMNH,American Museum of Natural History,688996,Moka,Bioko,Equatorial Guinea,Female,Adult,54,33,16.06,2.79,4.58,13.26,
Cinnyris,reichenowi,parvirostris,AMNH,American Museum of Natural History,688995,Moka,Bioko,Equatorial Guinea,Male,Adult,61,43,15.53,2.93,4.69,13.85,
Cinnyris,reichenowi,parvirostris,AMNH,American Museum of Natural History,688995,Moka,Bioko,Equatorial Guinea,Male,Adult,61,43,15.53,2.93,4.69,13.85,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415694,Nkongsamba,Mt Manengouba,Cameroon,Female,Adult,51,39,15.83,3.51,4.54,12.19,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415694,Nkongsamba,Mt Manengouba,Cameroon,Female,Adult,51,39,15.83,3.51,4.54,12.19,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415795,Dschang,Bamenda Highlands,Cameroon,Female,Adult,52,36,16.95,2.97,4.78,12.26,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415795,Dschang,Bamenda Highlands,Cameroon,Female,Adult,52,36,16.95,2.97,4.78,12.26,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415796,Bafang,Bamenda Highlands,Cameroon,Female,Adult,53,39,15.25,2.71,4.17,11.6,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415796,Bafang,Bamenda Highlands,Cameroon,Female,Adult,53,39,15.25,2.71,4.17,11.6,Right Leg
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,688999,Kumbo,Bamenda Highlands,Cameroon,Female,Adult,54,39,15.18,3.26,4.26,11.69,preussi based on location
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415792,Dschang,Bamenda Highlands,Cameroon,Male,Adult,57,45,15.96,2.9,4.33,13.8,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415792,Dschang,Bamenda Highlands,Cameroon,Male,Adult,57,45,15.96,2.9,4.33,13.8,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415793,Bafang,Bamenda Highlands,Cameroon,Male,Adult,55,45,16.52,2.64,4.66,12.31,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,415793,Bafang,Bamenda Highlands,Cameroon,Male,Adult,55,45,16.52,2.64,4.66,12.31,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,428564,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,59,44,18.56,3.23,5.47,13.64,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,428564,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,59,44,18.56,3.23,5.47,13.64,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,688997,Bamenda,Bamenda Highlands,Cameroon,Male,Adult,60,39,16.2,2.93,4.42,10.62,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,688997,Bamenda,Bamenda Highlands,Cameroon,Male,Adult,60,39,16.2,2.93,4.42,10.62,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,688998,Between Bamenda and Kumbo,Bamenda Highlands,Cameroon,Male,Adult,55,37,17.93,2.96,4.78,12.93,preussi based on location
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,689000,Banso Mts.,Bamenda Highlands,Cameroon,Male,Adult,58,45,16.83,3.28,4.82,10.9,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,689000,Banso Mts.,Bamenda Highlands,Cameroon,Male,Adult,58,45,16.83,3.28,4.82,10.9,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,689001,Banso Mts.,Bamenda Highlands,Cameroon,Male,Adult,60,48,17.59,3.23,5.05,11.63,
Cinnyris,reichenowi,preussi,AMNH,American Museum of Natural History,689001,Banso Mts.,Bamenda Highlands,Cameroon,Male,Adult,60,48,17.59,3.23,5.05,11.63,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263868,Rwenzori Mts.,Rwenzori Mts,DRC,Female,Adult,49,34,14,2.86,4.62,11.49,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263868,Rwenzori Mts.,Rwenzori Mts,DRC,Female,Adult,49,34,14,2.86,4.62,11.49,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688971,Baraka,Itombwe,DRC,Female,Adult,50,37,12.69,2.5,4.19,11.79,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688971,Baraka,Itombwe,DRC,Female,Adult,50,37,12.69,2.5,4.19,11.79,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688973,Baraka,Itombwe,DRC,Female,Adult,49,37,13.41,3.19,4.69,10.2,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688973,Baraka,Itombwe,DRC,Female,Adult,49,37,13.41,3.19,4.69,10.2,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688980,Idjwa Island,Idjwa Island,DRC,Female,Adult,51,37,12.77,3.03,4.4,9.31,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688980,Idjwa Island,Idjwa Island,DRC,Female,Adult,51,37,12.77,3.03,4.4,9.31,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764999,Tshibati,Tshibati,DRC,Female,Adult,51,37,12.73,3,4.24,10.91,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764999,Tshibati,Tshibati,DRC,Female,Adult,51,37,12.73,3,4.24,10.91,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765000,Tshibati,Tshibati,DRC,Female,Adult,51,37,13.78,2.91,3.56,11.66,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765000,Tshibati,Tshibati,DRC,Female,Adult,51,37,13.78,2.91,3.56,11.66,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765001,Tshibati,Tshibati,DRC,Female,Adult,50,32,14.1,2.49,4.48,13.41,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765001,Tshibati,Tshibati,DRC,Female,Adult,50,32,14.1,2.49,4.48,13.41,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765002,Tshibati,Tshibati,DRC,Female,Adult,51,31,13.61,2.76,4.02,12.47,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765002,Tshibati,Tshibati,DRC,Female,Adult,51,31,13.61,2.76,4.02,12.47,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765003,Tshibati,Tshibati,DRC,Female,Adult,51,34,12.35,2.85,4.05,11.86,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,765003,Tshibati,Tshibati,DRC,Female,Adult,51,34,12.35,2.85,4.05,11.86,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827227,Kakamega,Kakamega,Kenya,Female,Adult,45,30,11.95,2.36,4.03,9.08,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827227,Kakamega,Kakamega,Kenya,Female,Adult,45,30,11.95,2.36,4.03,9.08,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827372,Cherangami Mts.,Cherangani Hills,Kenya,Female,Adult,50,36,13.13,3,3.75,11.11,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827372,Cherangami Mts.,Cherangani Hills,Kenya,Female,Adult,50,36,13.13,3,3.75,11.11,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827373,Cherangami Mts.,Cherangani Hills,Kenya,Female,Adult,48,34,12.66,2.4,3.77,10.49,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827373,Cherangami Mts.,Cherangani Hills,Kenya,Female,Adult,48,34,12.66,2.4,3.77,10.49,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827375,Cherangami Mts.,Cherangani Hills,Kenya,Female,Adult,49,34,14.26,2.72,3.95,11.23,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827375,Cherangami Mts.,Cherangani Hills,Kenya,Female,Adult,49,34,14.26,2.72,3.95,11.23,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,6888987,Mbale,Mbale,Uganda,Female,Adult,53,35,13.76,3.03,3.97,11.79,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,6888987,Mbale,Mbale,Uganda,Female,Adult,53,35,13.76,3.03,3.97,11.79,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263863,W of Lake Albert,W of Lake Albert,DRC,Male,Adult,56,41,15.03,3.03,4.6,12.93,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263863,W of Lake Albert,W of Lake Albert,DRC,Male,Adult,56,41,15.03,3.03,4.6,12.93,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263865,W of Lake Albert,W of Lake Albert,DRC,Male,Adult,51,37,14,3.24,4.36,12.08,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263865,W of Lake Albert,W of Lake Albert,DRC,Male,Adult,51,37,14,3.24,4.36,12.08,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263866,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,55,41,14.26,3.01,4.52,11.57,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263866,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,55,41,14.26,3.01,4.52,11.57,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263867,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,54,45,13.53,3.11,4.62,12.14,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263867,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,54,45,13.53,3.11,4.62,12.14,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688968,Baraka,Itombwe,DRC,Male,Adult,56,42,13.92,3.29,4.34,11.29,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688968,Baraka,Itombwe,DRC,Male,Adult,56,42,13.92,3.29,4.34,11.29,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688969,Baraka,Itombwe,DRC,Male,Adult,60,45,15.66,3.15,4.64,12.3,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688969,Baraka,Itombwe,DRC,Male,Adult,60,45,15.66,3.15,4.64,12.3,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688972,Baraka,Itombwe,DRC,Male,Adult,55,50,14.53,2.83,4.24,10.54,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688972,Baraka,Itombwe,DRC,Male,Adult,55,50,14.53,2.83,4.24,10.54,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688984,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,51,38,16.31,2.98,4.59,11.17,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688984,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,51,38,16.31,2.98,4.59,11.17,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688985,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,54,39,16.49,3.08,4.49,10.95,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688985,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,54,39,16.49,3.08,4.49,10.95,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764988,Tshibati,Tshibati,DRC,Male,Adult,53,44,15.61,3.08,4.77,12.59,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764988,Tshibati,Tshibati,DRC,Male,Adult,53,44,15.61,3.08,4.77,12.59,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764989,Tshibati,Tshibati,DRC,Male,Adult,54,37,14.18,3.1,4.45,11.66,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764989,Tshibati,Tshibati,DRC,Male,Adult,54,37,14.18,3.1,4.45,11.66,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764990,Tshibati,Tshibati,DRC,Male,Adult,56,43,13.46,2.96,4.2,10.83,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764990,Tshibati,Tshibati,DRC,Male,Adult,56,43,13.46,2.96,4.2,10.83,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764991,Mt. Kahuzi,Kivu Highlands,DRC,Male,Adult,53,39,14.58,2.95,4.35,13.52,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764991,Mt. Kahuzi,Kivu Highlands,DRC,Male,Adult,53,39,14.58,2.95,4.35,13.52,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764992,Tshibati,Tshibati,DRC,Male,Adult,54,39,13.83,2.78,4.34,10.68,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764992,Tshibati,Tshibati,DRC,Male,Adult,54,39,13.83,2.78,4.34,10.68,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764993,Tshibati,Tshibati,DRC,Male,Adult,55,42,13.26,2.66,4.72,11.89,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764993,Tshibati,Tshibati,DRC,Male,Adult,55,42,13.26,2.66,4.72,11.89,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764994,Tshibati,Tshibati,DRC,Male,Adult,53,41,14.49,2.68,4.65,11.14,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764994,Tshibati,Tshibati,DRC,Male,Adult,53,41,14.49,2.68,4.65,11.14,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764995,Tshibati,Tshibati,DRC,Male,Adult,54,42,13.76,2.95,4.31,11.96,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764995,Tshibati,Tshibati,DRC,Male,Adult,54,42,13.76,2.95,4.31,11.96,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764996,Tshibati,Tshibati,DRC,Male,Adult,54,41,13.63,2.91,4.06,11.62,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764996,Tshibati,Tshibati,DRC,Male,Adult,54,41,13.63,2.91,4.06,11.62,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764997,Lwiro,Lwiro,DRC,Male,Adult,57,40,15.55,2.69,4.29,11.68,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764997,Lwiro,Lwiro,DRC,Male,Adult,57,40,15.55,2.69,4.29,11.68,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764998,Tshibati,Tshibati,DRC,Male,Adult,50,38,14.05,2.7,4.95,12.09,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,764998,Tshibati,Tshibati,DRC,Male,Adult,50,38,14.05,2.7,4.95,12.09,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,6888970,Baraka,Itombwe,DRC,Male,Adult,55,35,15.07,3.01,3.6,10.48,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,6888970,Baraka,Itombwe,DRC,Male,Adult,55,35,15.07,3.01,3.6,10.48,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,209805,Mt. Meru,Mt Meru,Kenya,Male,Adult,57,41,13.79,2.68,4.23,11.66,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,209805,Mt. Meru,Mt Meru,Kenya,Male,Adult,57,41,13.79,2.68,4.23,11.66,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263861,Mt. Kenya,Mt Kenya,Kenya,Male,Adult,53,40,13.53,2.96,4.48,12.54,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,263861,Mt. Kenya,Mt Kenya,Kenya,Male,Adult,53,40,13.53,2.96,4.48,12.54,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688952,Mt. Meru,Mt Meru,Kenya,Male,Adult,53,37,14.48,2.79,4.53,12.91,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688952,Mt. Meru,Mt Meru,Kenya,Male,Adult,53,37,14.48,2.79,4.53,12.91,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688992,Marakweta,Marakweta,Kenya,Male,Adult,53,39,15.34,3.02,4.34,11.68,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688992,Marakweta,Marakweta,Kenya,Male,Adult,53,39,15.34,3.02,4.34,11.68,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,800358,Mt. Meru,Mt Meru,Kenya,Male,Adult,54,40,14.58,3.09,4.38,12.77,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,800358,Mt. Meru,Mt Meru,Kenya,Male,Adult,54,40,14.58,3.09,4.38,12.77,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,800359,Mt. Kenya,Mt Kenya,Kenya,Male,Adult,49,37,13.76,2.89,4.28,11.85,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,800359,Mt. Kenya,Mt Kenya,Kenya,Male,Adult,49,37,13.76,2.89,4.28,11.85,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827223,Cherangami Mts.,Cherangani Hills,Kenya,Male,Adult,53,43,,2.91,3.55,11.54,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827223,Cherangami Mts.,Cherangani Hills,Kenya,Male,Adult,53,43,,2.91,3.55,11.54,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827224,Cherangami Mts.,Cherangani Hills,Kenya,Male,Adult,51,42,15.19,2.93,3.91,12.22,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827224,Cherangami Mts.,Cherangani Hills,Kenya,Male,Adult,51,42,15.19,2.93,3.91,12.22,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688978,Rugege,Nyungwe,Rwanda,Male,Adult,55,39,14.1,3.19,4.42,10.97,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688978,Rugege,Nyungwe,Rwanda,Male,Adult,55,39,14.1,3.19,4.42,10.97,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,268341,Ngorongoro Crater,Ngorongoro,Tanzania,Male,Adult,52,43,,2.83,4.59,12.85,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,268341,Ngorongoro Crater,Ngorongoro,Tanzania,Male,Adult,52,43,,2.83,4.59,12.85,Unable to measure bill
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688994,Buguera,Buguera,Uganda,Male,Adult,56,40,15.31,2.75,4.26,12.98,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,688994,Buguera,Buguera,Uganda,Male,Adult,56,40,15.31,2.75,4.26,12.98,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827225,Impenetrable Forest,Bwindi,Uganda,Male,Adult,53,40,14.7,2.57,4.12,13.84,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827225,Impenetrable Forest,Bwindi,Uganda,Male,Adult,53,40,14.7,2.57,4.12,13.84,Right leg
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827226,Impenetrable Forest,Bwindi,Uganda,Male,Adult,53,38,12.29,3.07,3.34,12.76,
Cinnyris,reichenowi,reichenowi,AMNH,American Museum of Natural History,827226,Impenetrable Forest,Bwindi,Uganda,Male,Adult,53,38,12.29,3.07,3.34,12.76,
Cinnyris,reichenowi,preussi,CM,Carnegie Museum,118562,Bafang,Bamenda Highlands,Cameroon,Female,Adult,53,31,16.51,3.22,4.88,12.85,
Cinnyris,reichenowi,preussi,CM,Carnegie Museum,118184,Epako (Mt. Nlonako?),Mt Manengouba,Cameroon,Male,Adult,55,33,15.92,2.77,4.79,,Unable to measure legs
Cinnyris,reichenowi,preussi,CM,Carnegie Museum,118558,Bafang,Bamenda Highlands,Cameroon,Male,Adult,61,36,,2.69,4.98,14.31,Unable to measure bill
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,139823,Kapengaria;Cherangani Mts.,Cherangani Hills,Kenya,Female,Adult,50,36,12.85,2.75,3.9,11.41,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145815,Mufaga Forest;Kezizi,Kezizi,Kenya,Female,Adult,49,32,13.34,2.77,4.06,12.75,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145816,Mufaga Forest;Kezizi,Kezizi,Kenya,Female,Adult,51,33,,,,13.62,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145817,Mufaga Forest;Kezizi,Kezizi,Kenya,Female,Adult,51,33,12.64,2.67,4.38,10.57,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,147455,Mt. Kenya; Kagati,Mt Kenya,Kenya,Female,Adult,48,34,,,,,Unable to measure bill
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145968,Kayonza Forest; Kigezi,Kigezi,Uganda,Female,Adult,50,35,14.18,,4.43,13.77,Slight bill damage; right leg measured
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,146100,Kayonza Forest; Kigezi,Kigezi,Uganda,Female,Adult,49,31,14,3,4.92,12.88,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,139779,Kapengaria;Cherangani Mts.,Cherangani Hills,Kenya,Male,Adult,55,44,14.63,3.21,4.32,14.04,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,139819,Kapengaria;Cherangani Mts.,Cherangani Hills,Kenya,Male,Adult,54,41,15.79,,4.2,13.02,Bill fixed open
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145115,Kakamega Forest,Kakamega,Kenya,Male,Adult,54,38,14.44,3.06,4.64,12.94,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145818,Mufaga Forest;Kezizi,Kezizi,Kenya,Male,Adult,54,37,14.12,2.94,4.27,11.93,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145819,Mufaga Forest;Kezizi,Kezizi,Kenya,Male,Adult,57,37,13.63,2.83,4.6,13.39,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145882,Kalinga Forest; Aukole,Aukole,Kenya,Male,Adult,53,35,14.76,2.5,4.5,12.73,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,147670,Mt. Kenya; Kagati,Mt Kenya,Kenya,Male,Adult,55,41,13.62,2.88,4.21,13.4,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,147671,Mt. Kenya; Kagati,Mt Kenya,Kenya,Male,Adult,54,39,14.67,,4.45,11.85,Bill fixed open
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,147729,SW Man,SW Mau,Kenya,Male,Adult,59,35,15.12,2.92,4.5,13.77,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,147923,Mt. Kenya; Kagati,Mt Kenya,Kenya,Male,Adult,55,35,14.78,3.1,4.27,12.51,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,147944,Mt. Kenya; Kagati,Mt Kenya,Kenya,Male,Adult,53,42,14.56,3.02,4.46,13.61,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,149092,Claso Nyiro R. /nanyuda,Nyiro River,Kenya,Male,Adult,54,44,13.67,2.58,4,13.29,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,149174,Claso Nyiro R. /nanyuda,Nyiro River,Kenya,Male,Adult,55,40,13.09,2.41,4.04,13.45,Right Leg
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145967,Kayonza Forest; Kigezi,Kigezi,Uganda,Male,Adult,55,42,14.02,2.78,4.59,11.62,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,145993,Bwindi Impenetrable Forest; Kigezi,Kigezi,Uganda,Male,Adult,55,39,15.24,2.61,4.53,12.25,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,146124,Bwindi Impenetrable Forest; Kigezi,Kigezi,Uganda,Male,Adult,54,39,13.97,2.54,4.6,12.83,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,146132,Bwindi Impenetrable Forest; Kigezi,Kigezi,Uganda,Male,Adult,54,40,14.38,2.55,4.63,11.62,
Cinnyris,reichenowi,reichenowi,CM,Carnegie Museum,146156,Kayonza Forest; Kigezi,Kigezi,Uganda,Male,Adult,56,39,15.12,2.74,4.35,13.67,
Cinnyris,reichenowi,genderuensis,FMNH,Field Museum of Natural History,122395,Genderu,Genderu,Cameroon,Male,,56,38,15.1,2.6,4.7,11.5,
Cinnyris,reichenowi,genderuensis,FMNH,Field Museum of Natural History,189462,Yaoundé,Yaounde,Cameroon,Male,,57,36,13.8,2.7,4,11.7,
Cinnyris,reichenowi,preussi,FMNH,Field Museum of Natural History,95916,Mt. Cameroon,Mt Cameroon,Cameroon,Female,,54,34,17.5,2.7,4.6,14.2,
Cinnyris,reichenowi,preussi,FMNH,Field Museum of Natural History,95912,Mt. Cameroon,Mt Cameroon,Cameroon,Male,,61,44,18.6,2.8,4.8,14.9,
Cinnyris,reichenowi,preussi,FMNH,Field Museum of Natural History,95913,Mt. Cameroon,Mt Cameroon,Cameroon,Male,,60,42,18.3,3.5,4.4,15,
Cinnyris,reichenowi,preussi,FMNH,Field Museum of Natural History,95915,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Juvenile,56,38,17.7,2.7,5.3,15.7,
Cinnyris,reichenowi,preussi,FMNH,Field Museum of Natural History,273746,Babadjou,Bamenda Highlands,Cameroon,Male,,59,46,16.7,2.9,4.9,17.4,Labeled genderuensis
Cinnyris,reichenowi,reichenowi,FMNH,Field Museum of Natural History,346628,Muramuya Prov.; Kibira NP; Teza 3.5 kms S 2.6 km W,Nyungwe,Burundi,Female,,51,33,14.4,2.4,4,13,
Cinnyris,reichenowi,reichenowi,FMNH,Field Museum of Natural History,350904,Muramaya Prov.; Bukeye; Nyabihondo Valley,Nyungwe,Burundi,Female,Adult,48,30,14.3,2.2,3.7,13.8,Sex assumed from age
Cinnyris,reichenowi,reichenowi,FMNH,Field Museum of Natural History,358154,Conotoko; Ndera; Bukinanyana; Giserema; Kibira National Park,Nyungwe,Burundi,Female,,50,32,14.2,2.2,2.8,10.8,
Cinnyris,reichenowi,reichenowi,FMNH,Field Museum of Natural History,358157,Cibotoko; Ndora; Bukinanyana; Giseruma (Kibira National Park),Nyungwe,Burundi,Female,Adult,49,30,13.8,2.9,4.3,12.9,
Cinnyris,reichenowi,reichenowi,FMNH,Field Museum of Natural History,438860,South Kivu; Kahuzi Biega; Tshivanga,Kivu Highlands,Democratic Republic of the Congo,Female,,45,30,12.9,2.6,3.3,12.1,
